id,initial_invt,monthly_invt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7,PC Date
27,8900,2490,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:IGV,,,0.446528239,0.117492416,0.25005350600000004,0.031172462,0.154753377,,,2008-01-14
28,10500,3060,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:FVL,NYSEARCA:IGV,,,0.44322160899999996,0.199339362,0.169550905,0.026631377,0.161256747,,,2008-06-04
29,7000,260,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IGV,,,,0.49614416200000006,0.254887082,0.065157555,0.183811201,,,,2008-07-10
30,11400,3110,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:IGM,,,0.46066390100000004,0.189614636,0.041622211,0.149452602,0.15864665,,,2008-11-04
31,19600,5210,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:EVX,,,0.473657455,0.282025185,0.0026739809999999998,0.162653396,0.078989983,,,2008-12-31
32,3300,220,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:JKH,,,0.514259415,0.174292488,0.041783738,0.21771773100000003,0.051946627999999995,,,2008-05-12
33,2600,730,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EVX,,,,0.699032165,0.03049052,0.07127073,0.199206585,,,,2008-08-07
34,17000,1790,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:VAW,,,,,0.669576627,0.06854133400000001,0.261882039,,,,,2009-04-18
35,6800,800,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PPA,,,,,0.329588357,0.380354879,0.290056763,,,,,2009-06-18
36,8500,1770,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:PPA,,0.506228773,0.010903325,0.009521725,0.100431615,0.216948301,0.155966261,,2009-01-23
37,15300,4390,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,0.571879781,0.206303182,0.079990934,0.031306936,0.110519166,,,2008-06-09
38,1600,120,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:ITA,NYSEARCA:IHI,,,,0.359189376,0.266692737,0.31673578199999997,0.057382105,,,,2008-01-20
39,16400,560,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:JKH,,,0.357555974,0.22261113600000002,0.086824651,0.063413052,0.269595187,,,2008-11-30
40,4400,1050,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.470244561,0.288793155,0.18483719399999998,0.05612509,,,,2009-04-13
41,13100,3070,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IHI,,,,,0.41034758299999996,0.313076957,0.27657546,,,,,2008-11-07
42,13300,900,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EVX,,,,0.617044324,0.20538055300000002,0.06455019,0.11302493300000001,,,,2008-08-08
43,11300,1000,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:JKH,NYSEARCA:EVX,,,0.7147714629999999,0.025460108,0.043649275999999994,0.12177849,0.094340663,,,2009-03-27
44,10400,2480,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGM,,,0.572826453,0.099153811,0.041599666,0.124692031,0.161728039,,,2008-02-15
45,16200,1760,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGV,,,0.8032694090000001,0.041042612,0.140860337,0.005684868,0.009142774000000001,,,2009-04-29
46,4100,870,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:EVX,NYSEARCA:IGM,,,0.432961925,0.153128732,0.314597744,0.093113973,0.0061976259999999995,,,2008-02-18
47,1700,440,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:EWC,,,0.560388717,0.05979912,0.014302831,0.016002109,0.349507223,,,2008-03-22
48,14600,3390,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,,,0.68364777,0.023142507000000003,0.22809574600000002,0.038317693,0.026796285,,,2009-01-19
49,6900,1590,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:VOT,,,,,0.7252317429999999,0.07067483299999999,0.204093424,,,,,2009-02-13
50,17200,1350,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGV,,,,0.515184536,0.24010029100000002,0.030229329,0.21448584399999998,,,,2008-11-13
51,4200,1080,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VOT,NYSEARCA:EVX,,,0.539886848,0.186451323,0.03127099,0.001133651,0.24125718699999998,,,2008-12-20
52,10600,2670,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:RYH,,,,0.521248435,0.013318961,0.34979000200000004,0.115642602,,,,2009-03-31
53,9600,1240,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,,,,0.46814772299999996,0.09152493099999999,0.436858425,0.00346892,,,,2008-05-12
54,8300,870,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:EWC,NYSEARCA:VOT,,,0.283991452,0.232868965,0.026503412999999997,0.442686818,0.013949352,,,2008-08-06
55,10000,1050,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:IYM,,,,0.493247627,0.140942762,0.140509134,0.225300478,,,,2008-08-19
56,12500,2080,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:EVX,,,0.53929246,0.09512925300000001,0.12487008,0.10772704300000001,0.132981164,,,2009-03-08
57,18900,5550,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PYZ,,,,0.41661910399999996,0.161174545,0.12781410699999998,0.29439224399999997,,,,2009-01-18
58,18300,2480,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XBI,NYSEARCA:XES,,,,0.438685685,0.049282354,0.350449092,0.16158286800000002,,,,2008-09-11
59,8600,1700,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,,,,0.42018078600000003,0.297387172,0.126779647,0.155652395,,,,2008-03-25
60,8300,1380,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.451581396,0.268956301,0.24480490600000002,0.034657396,,,,2008-07-18
61,6600,1020,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:JKH,,,0.45023616299999997,0.26961985899999996,0.020651449,0.172553832,0.086938697,,,2009-02-15
62,18500,2340,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:VOT,,,,0.649029152,0.064273219,0.07355341,0.213144219,,,,2008-04-24
63,14000,1600,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.18932671899999998,0.307555877,0.28464152800000003,0.218475875,,,,2008-10-02
64,13700,1950,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.7024506909999999,0.087842492,0.07929615200000001,0.130410665,,,,2009-03-07
65,7800,420,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,,0.441472872,0.319948254,0.105191565,0.13338731,,,,2008-06-14
66,5700,1160,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:IGV,,,0.26482069199999997,0.458790015,0.06637148,0.084857849,0.125159964,,,2008-12-17
67,4100,220,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:EVX,,,,0.669884912,0.075831785,0.15571353300000002,0.09856977,,,,2008-04-08
68,1600,430,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:VOT,,,,0.40242063100000003,0.250233561,0.085407483,0.261938324,,,,2008-07-25
69,13600,290,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,NYSEARCA:VOT,,,,0.477371131,0.45511090200000004,0.013978114,0.053539853,,,,2008-06-24
70,13300,1060,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.202090803,0.540562743,0.133602065,0.12374438900000001,,,,2008-04-29
71,18300,2780,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PXI,,,,,0.43659711700000003,0.041846507000000005,0.521556376,,,,,2008-02-05
72,9200,1820,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.646995635,0.153313728,0.024830744,0.174859892,,,,2009-04-28
73,8500,1310,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.8408454329999999,0.093573962,0.012892198999999998,0.05268840599999999,,,,2008-12-06
74,19200,4370,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.652982242,0.12532983,0.032264867,0.07149118900000001,0.117931872,,,2008-08-29
75,2600,380,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EVX,NYSEARCA:IGV,,,0.524062692,0.215081656,0.025196875,0.024322994,0.211335783,,,2008-06-15
76,19700,1360,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:EVX,,,,0.48534787700000004,0.177305502,0.19093347100000002,0.146413149,,,,2009-03-27
77,15400,2600,NYSEARCA:XOP,NYSEARCA:IHI,NYSEARCA:EWC,,,,,0.834706883,0.15017666300000002,0.015116455,,,,,2008-06-20
78,5400,730,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:PYZ,NYSEARCA:VOT,,,,0.8207116090000001,0.08612985,0.063141222,0.030017319,,,,2008-12-12
79,700,190,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.23368957699999998,0.12913886300000002,0.610749155,0.026422405,,,,2009-02-22
80,17700,1480,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:EWC,,,,0.46117578299999995,0.085054635,0.017422088999999998,0.436347493,,,,2009-03-10
81,13600,2330,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:IGV,,,,,0.68912253,0.28056505600000003,0.030312414,,,,,2008-01-27
82,13800,4080,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.670940065,0.15239766300000002,0.03537334,0.141288932,,,,2008-04-17
83,1100,250,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:EVX,,,0.588534469,0.241538908,0.006027705,0.056845453,0.107053465,,,2008-10-30
84,16400,1710,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.642071496,0.021400528,0.093049516,0.087596226,0.155882234,,,2008-09-29
85,3200,610,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:VAW,NYSEARCA:IGV,,,,0.752449976,0.089675605,0.010263133,0.147611286,,,,2008-11-07
86,12500,3080,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IGM,,,,0.35587447200000005,0.405709785,0.06427182599999999,0.17414391699999998,,,,2008-06-13
87,12100,730,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:VAW,,,0.513217476,0.11173751900000001,0.090642326,0.0030000079999999998,0.281402671,,,2008-05-31
88,14400,110,NYSEARCA:IEO,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.763234693,0.076158822,0.081718773,0.078887711,,,,2009-06-01
89,11500,2240,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,,,,0.5311994170000001,0.280285258,0.019376063,0.16913926199999998,,,,2009-01-18
90,19100,5570,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:PYZ,,,,0.309934008,0.533505605,0.077655322,0.078905065,,,,2008-07-31
91,14700,2240,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,,0.383684636,0.13721941199999999,0.006265578000000001,0.145630411,0.013615006,0.313584957,,2008-06-13
92,18000,5070,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.6969573809999999,0.053740697000000004,0.157075872,0.09222605,,,,2008-08-26
93,10300,2860,NYSEARCA:IEO,NYSEARCA:VDE,NYSEARCA:VAW,,,,,0.6234218779999999,0.079379276,0.297198846,,,,,2008-11-04
94,600,180,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:VAW,,,0.19953499800000002,0.12365821199999999,0.401731658,0.10146168400000001,0.173613448,,,2008-02-05
95,4300,380,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.64648412,0.065805419,0.03388646,0.253824002,,,,2008-08-10
96,15700,2100,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:JKH,NYSEARCA:FVL,,,0.26985983199999997,0.43408442700000005,0.126568058,0.11411323599999999,0.055374445999999994,,,2008-06-14
97,6200,940,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:FVL,,,0.469988423,0.174399518,0.012148200000000001,0.21257057899999998,0.13089328,,,2009-01-20
98,18000,1790,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.443353045,0.354474085,0.0061705630000000004,0.196002307,,,,2008-05-28
99,8500,2300,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:EWC,NYSEARCA:PTH,,,,0.648954783,0.101858768,0.039355795,0.20983065399999998,,,,2008-06-25
100,14200,3170,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:IGV,,,0.561250181,0.06921617099999999,0.227730582,0.022798763,0.119004303,,,2009-03-16
101,5500,470,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:PYZ,,,,0.455381491,0.27675671,0.0035154279999999997,0.264346371,,,,2009-03-12
102,1500,240,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.43282038100000003,0.255965802,0.298296085,0.012917731000000002,,,,2008-07-16
103,7300,600,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:PTH,,,,0.509676009,0.19505216,0.13064892,0.16462291,,,,2008-08-11
104,7100,1060,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,0.375712499,0.37611991100000003,0.09992245300000001,0.06304404799999999,0.08520108800000001,,,2008-12-19
105,18000,640,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:ITA,,,,0.17006267600000002,0.392904325,0.09452182,0.34251117799999997,,,,2008-10-03
106,10100,640,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:FVL,,,0.402157121,0.19771527,0.08790323900000001,0.227491238,0.08473313199999999,,,2009-03-01
107,12700,740,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:VOT,NYSEARCA:EVX,,,0.571959275,0.177164163,0.013474151,0.00758768,0.229814732,,,2009-06-15
108,17000,4030,NYSEARCA:IEZ,NYSEARCA:XLE,NYSEARCA:PYZ,NYSEARCA:FVL,,,,0.574453177,0.033658429,0.021625905,0.370262489,,,,2008-11-10
109,13500,760,NYSEARCA:IEZ,NYSEARCA:ITA,NYSEARCA:XME,NYSEARCA:IHF,,,,0.575942576,0.284171645,0.007816057,0.132069722,,,,2008-04-10
110,19700,4410,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGV,,,0.5617495889999999,0.185154072,0.031490697000000005,0.151430448,0.07017519400000001,,,2009-04-27
111,18900,3290,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:EVX,,,0.48853030299999994,0.14389244,0.18380845899999998,0.136588072,0.047180726,,,2008-12-04
112,14800,1040,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.464565415,0.340036925,0.109105424,0.086292236,,,,2008-06-18
113,19400,3150,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:EWC,NYSEARCA:PPA,,,,0.5340484839999999,0.096566099,0.257017596,0.11236782099999999,,,,2008-03-13
114,4000,900,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGM,,,0.565816317,0.269766668,0.028365755,0.02709834,0.10895291900000001,,,2008-10-13
115,15700,3910,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:IGM,,,,0.5941246929999999,0.253927455,0.019268847,0.132679006,,,,2008-01-31
116,3300,930,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:ITA,,,,,0.392307041,0.243381013,0.364311945,,,,,2008-07-29
117,2900,170,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VAW,,,0.413023085,0.237320807,0.052806412000000004,0.202305563,0.094544133,,,2009-01-17
118,18900,4290,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:IYM,,,0.09561252199999999,0.383374502,0.242884619,0.003004842,0.275123515,,,2008-02-29
119,5200,470,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EWC,,,0.37026691700000003,0.149074712,0.045776203,0.119381715,0.315500453,,,2009-05-26
120,17300,1680,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.54050706,0.303513686,0.08956700199999999,0.066412252,,,,2008-12-07
121,10600,2010,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:EVX,,,,0.645542735,0.107923202,0.171137966,0.075396097,,,,2008-07-21
122,5700,1500,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:VAW,,,,,0.591165857,0.20066133,0.208172813,,,,,2008-04-02
123,10200,710,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.622812331,0.11919764699999999,0.06404865400000001,0.193941368,,,,2008-08-30
124,4900,570,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:IYM,,,,,0.349004508,0.145730608,0.505264885,,,,,2008-09-06
125,9400,1250,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XLB,,,0.14781154400000002,0.32193343399999996,0.223433634,0.21179479399999998,0.095026594,,,2008-10-02
126,2800,300,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,,,,0.426484649,0.192940214,0.276868013,0.103707124,,,,2008-03-12
127,19600,2630,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:VOT,,,,,0.714069981,0.174194281,0.111735738,,,,,2008-05-01
128,9600,2160,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:EWC,,,,,0.714842158,0.067839475,0.21731836699999998,,,,,2009-04-22
129,11000,840,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGV,,,,,0.584265307,0.17477645600000002,0.240958237,,,,,2009-06-18
130,18000,750,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.526663343,0.23113772600000002,0.10805597900000001,0.13414295199999998,,,,2008-09-03
131,14700,2230,NYSEARCA:IEZ,NYSEARCA:XLE,NYSEARCA:PYZ,NYSEARCA:XLB,,,,0.466015293,0.088176763,0.39993589399999996,0.04587205,,,,2008-07-01
132,2600,380,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.658530956,0.141424503,0.016138337,0.183906204,,,,2008-08-23
133,14800,1960,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXI,,,,,0.5485238720000001,0.06762563,0.383850498,,,,,2008-01-24
134,9500,2820,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.561839687,0.29102143199999997,0.132679433,0.014459447,,,,2008-07-03
135,19000,1610,NYSEARCA:XLE,NYSEARCA:ITA,NYSEARCA:XME,,,,,0.50432855,0.279816747,0.215854703,,,,,2009-02-10
136,14100,920,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,,,,,0.45248873100000003,0.095629474,0.451881795,,,,,2008-06-21
137,12200,1410,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,,,0.16137791699999998,0.07960307700000001,0.375344822,0.103123571,0.280550612,,,2009-04-07
138,15800,4700,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:PPA,,,0.478890845,0.011068035,0.064680739,0.234504732,0.21085565,,,2009-02-27
